h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.0887827545374777,0.3585964053506121,1.506309491725027,-0.023456124117886796
1,15.0,20.0,0.12204233512663984,0.3578116203020069,1.5045123899128618,-0.025253225930051748
2,20.0,25.0,0.1564410591225739,0.355792436761325,1.5003213764572494,-0.029444239385664064
3,25.0,30.0,0.19236823313042464,0.3546517473419917,1.4927711911146742,-0.036994424728239696
4,30.0,35.0,0.23677623049226784,0.3519796246996992,1.4863728877597284,-0.0433927280831851
5,35.0,40.0,0.26855585358593875,0.34218191935402076,1.482028199788907,-0.04773741605400636
6,40.0,45.0,0.2910235492253214,0.33608141836896605,1.468329671371817,-0.06143594447109688
7,45.0,50.0,0.3281704183623283,0.3335445374778467,1.4596457980229203,-0.07011981781999288
8,50.0,55.0,0.36265906247647506,0.32920810104427256,1.452105283789046,-0.07766033205386769
9,55.0,60.0,0.39600865519838097,0.32516491715567425,1.4402500631650519,-0.0895155526778614
10,60.0,65.0,0.42953665058432944,0.3185963908169036,1.4251266101210696,-0.10463900572184384
11,65.0,70.0,0.46357918294224393,0.3133778964098303,1.415622904341117,-0.11414271150179632
