h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.08528020244422407,0.3671887789677558,1.6421082882175595,0.07131436600965672
1,15.0,20.0,0.12589403056542603,0.3711928285887823,1.738853043726113,0.16805912151821045
2,20.0,25.0,0.1649857824162892,0.3810803562291587,1.8426110079160538,0.27181708570815083
3,25.0,30.0,0.20461780038634403,0.39690722875112483,1.9488363692724873,0.3780424470645843
4,30.0,35.0,0.2444675401174241,0.41491080322111534,2.0610707752554895,0.49027685304758684
5,35.0,40.0,0.2826535018942826,0.43935176477670546,2.185636967809279,0.6148430456013761
6,40.0,45.0,0.3186299737482927,0.4673833134808511,2.3094159080436794,0.738621985835777
7,45.0,50.0,0.35468883285584096,0.49758887281699793,2.4277553529199043,0.8569614307120016
8,50.0,55.0,0.38812941787269517,0.5322840825570858,2.5583481498519904,0.987554227644088
9,55.0,60.0,0.41361454739554426,0.567616711209946,2.6616934373427865,1.090899515134883
10,60.0,65.0,0.43229863080086367,0.6027970149884313,2.7175054603951714,1.1467115381872681
11,65.0,70.0,0.4456689200816071,0.6358216744661503,2.726003321429031,1.1552093992211276
