run_name,delta_phi_vh_deg,distance_first_to_last,orientation_change_deg,displacement_x_local,displacement_y_local
phi_vh_-180_deg,-180.00042091829943,0.001705601571508298,-1.4742818227320889,-0.0011110754093668928,-0.0012940587913351418
phi_vh_-175_deg,-174.99849936680735,0.002266659160746879,-1.6565645367418216,-0.0016479771083650035,-0.0015562503658803327
phi_vh_-170_deg,-170.00230739326656,0.0032585661834999198,-2.024568711607062,-0.0032343606686244582,-0.0003964399544753012
phi_vh_-165_deg,-165.00038584177446,0.003141107436587995,-1.5453158092614165,-0.0031059564677043674,-0.00046860468298323416
phi_vh_-160_deg,-159.99846429028239,0.006096659540952117,-1.350670078905494,-0.006086801981488078,0.0003465533096585513
phi_vh_-155_deg,-155.0022723167416,0.006522734463508103,-1.9046413330240444,-0.006483283457558271,0.0007163103310630243
phi_vh_-150_deg,-150.00035076524952,0.007531266904743173,-1.876591152932042,-0.0075258658224673135,0.00028517505623426223
phi_vh_-145_deg,-144.99842921375742,0.007633921068591987,-1.4855572026472044,-0.0075578002710450995,0.001075363168647344
phi_vh_-140_deg,-140.00223724021663,0.008472724401062394,-1.414594549294814,-0.008430619180130893,0.0008436344089516604
phi_vh_-135_deg,-135.00031568872456,0.010523028316616025,-1.37007466065781,-0.0105229361125966,4.405136221529414e-05
phi_vh_-130_deg,-129.99839413723248,0.010248304024319994,-0.8639993854726348,-0.010207584632313391,0.0009126616837869585
phi_vh_-125_deg,-125.00220216369172,0.00959236043410424,-0.8762494568707425,-0.009589296543897822,-0.00024242625880407204
phi_vh_-120_deg,-120.0002806121996,0.010674510266701596,-1.0032489377422424,-0.01067208196455531,-0.00022767515396072122
phi_vh_-115_deg,-114.99835906070753,0.011987793024084516,-1.2060692000197022,-0.011946506833987115,0.0009940603873953282
phi_vh_-110_deg,-110.00216708716675,0.010991906525813087,-0.9120443678125004,-0.010986290345603934,-0.0003513310608274107
phi_vh_-105_deg,-105.00024553567467,0.011884161770859276,-1.1754802509421474,-0.011884125135317988,-2.9508711532173e-05
phi_vh_-100_deg,-99.99832398418258,0.011503393810959944,-1.084263129993852,-0.0114914387276205,-0.0005243139702270983
phi_vh_-95_deg,-95.00213201064179,0.011838148526563536,-0.6051227721977996,-0.011669141614693814,-0.001993212109435281
phi_vh_-90_deg,-90.00021045914971,0.010874125340851042,-0.4421596495022644,-0.01077527036559003,-0.0014629253149002809
phi_vh_-85_deg,-84.99828890765762,0.01183440485669917,-0.24919757396180062,-0.011780998536115682,-0.001123036866850335
phi_vh_-80_deg,-80.00209693411685,0.011330715004103794,0.00018815769824917522,-0.011115856661546124,-0.0021960949852370985
phi_vh_-75_deg,-75.00017538262476,0.009061012122662667,-0.04717526710870178,-0.008815321526439424,-0.0020957211342479466
phi_vh_-70_deg,-69.99825383113267,0.007888203133547713,-0.5576752328588027,-0.0076874534990444155,-0.0017682780822432106
phi_vh_-65_deg,-65.0020618575919,0.008395511478961322,0.9669806409648886,-0.008128109184298193,-0.002102011912787046
phi_vh_-60_deg,-60.0001403060998,0.006794956881459213,1.1043863564118688,-0.006605762061346625,-0.0015922771774297055
phi_vh_-55_deg,-54.99821875460772,0.007043516138723214,1.2099421657249734,-0.006825091205181987,-0.0017404739691824936
phi_vh_-50_deg,-50.002026781066945,0.007488293888545059,1.2491992398773095,-0.007341662090572161,-0.001474633211709575
phi_vh_-45_deg,-45.00010522957486,0.005882752707484607,1.4744983227500403,-0.005713907409313804,-0.0013993003734746477
phi_vh_-40_deg,-39.998183678082775,0.005872667947372809,1.6980578653659688,-0.005592575175776437,-0.001792018895935285
phi_vh_-35_deg,-35.00199170454199,0.004243121282948744,1.247376598251576,-0.004003715843169333,-0.0014051112656894723
phi_vh_-30_deg,-30.0000701530499,0.0061847302536996995,1.4559470674313357,-0.005737213567857574,-0.00230982007693658
phi_vh_-25_deg,-24.99814860155782,0.004140838389921124,1.6034005839150902,-0.0038568709159824363,-0.0015070133738269787
phi_vh_-20_deg,-20.00195662801704,0.0038467563523677025,1.0337200236025186,-0.0036379356299256534,-0.0012501835013303893
phi_vh_-15_deg,-15.00003507652495,0.0031887868924637738,1.2566275351028136,-0.003044093734418352,-0.0009496605612658137
phi_vh_-10_deg,-9.998113525032865,0.0031522851395177033,2.0583336169080577,-0.002273013655761572,-0.0021841040546515997
phi_vh_-5_deg,-5.001921551492087,0.002230442642030674,1.2837217830764969,-0.002005463428163208,-0.0009762124859315453
phi_vh_0_deg,0.0,0.0007808486682459713,1.400999545677943,-1.3849015616201558e-05,-0.0007807258465479217
phi_vh_5_deg,5.001921551492087,0.0019335778119709012,1.2835972435887912,0.0016336008922780943,-0.0010344424970458199
phi_vh_10_deg,9.998113525032865,0.0013304262373619333,1.3503885908584563,0.0010783861740753622,-0.0007791772793300211
phi_vh_15_deg,15.00003507652495,0.003845948200870317,1.140587782885916,0.0035997719267405574,-0.0013538683980462058
phi_vh_20_deg,20.00195662801704,0.003498604796875411,1.2963242814507048,0.0034934141853321236,-0.00019050683567769944
phi_vh_25_deg,24.99814860155782,0.006607239261929383,1.6654619929695538,0.006591031850681946,0.00046250384612160286
phi_vh_30_deg,30.0000701530499,0.00769050206663394,1.7370988756689378,0.007655274211027728,0.000735254235536725
phi_vh_35_deg,35.00199170454199,0.007902224566677196,1.6541374160900633,0.00790220661139744,-1.6845562715137757e-05
phi_vh_40_deg,39.998183678082775,0.009672840333686296,0.8860499693544919,0.00965223398400712,-0.0006310461464635217
phi_vh_45_deg,45.00010522957486,0.010050606922614442,0.7727961021711398,0.010045713583203142,0.00031358908965914585
phi_vh_50_deg,50.002026781066945,0.010159190976154621,0.9167824780350023,0.01015650668195454,0.00023352368058553386
phi_vh_55_deg,54.99821875460772,0.008929090833437438,0.8864940477749268,0.008926263099770602,0.0002247002123947141
phi_vh_60_deg,60.0001403060998,0.011459432626422007,1.2785422735536993,0.011436743752882155,0.000720755471998799
phi_vh_65_deg,65.0020618575919,0.010955045425467224,0.8302477244148165,0.010954722420982888,-8.412462936110184e-05
phi_vh_70_deg,69.99825383113267,0.010989901750419915,1.0521748399811222,0.010968692612370348,-0.0006824389051152553
phi_vh_75_deg,75.00017538262476,0.010766700198569791,1.0859506408703339,0.010760945681075112,-0.00035196763321877495
phi_vh_80_deg,80.00209693411685,0.0118443909209999,0.7117926736948376,0.011805738589881744,-0.0009561028380053586
phi_vh_85_deg,84.99828890765762,0.011563241603754338,1.0181953935442938,0.011469018940095168,-0.0014731466113505256
phi_vh_90_deg,90.00021045914971,0.011943948013210958,0.4099675944298356,0.011859450730310328,-0.0014182110271845115
phi_vh_95_deg,95.00213201064179,0.011202460263956243,-0.04926996390350514,0.010941233112177042,-0.0024051058085912303
phi_vh_100_deg,99.99832398418258,0.00983587096567245,0.11711580678682787,0.009584759226124033,-0.0022083360773642474
phi_vh_105_deg,105.00024553567467,0.008307707826428702,-0.5583000387141036,0.008185479066760147,-0.001419838644683314
phi_vh_110_deg,110.00216708716675,0.0088851437387391,0.187641162792168,0.008780926238729834,-0.0013568764306452407
phi_vh_115_deg,114.99835906070753,0.009161375571737936,-0.8704160004195122,0.008917680250126557,-0.0020989953127483005
phi_vh_120_deg,120.0002806121996,0.007160042096321409,-1.1243749767333493,0.006945882219510402,-0.0017380802667840013
phi_vh_125_deg,125.00220216369172,0.006919895219470643,-1.4681598421974855,0.006756565235186177,-0.0014945822396663997
phi_vh_130_deg,129.99839413723248,0.006519310660277388,-1.3728786622989833,0.006141321888492554,-0.0021875961572302666
phi_vh_135_deg,135.00031568872456,0.006403673227597229,-1.338404284618885,0.006221775961915338,-0.0015154321778218871
phi_vh_140_deg,140.00223724021663,0.003909927622182139,-1.7915179930590954,0.003611094877388722,-0.0014991757059130218
phi_vh_145_deg,144.99842921375742,0.004375504490147538,-1.6048245757337218,0.004193250803866343,-0.001249674853382083
phi_vh_150_deg,150.00035076524952,0.003668769371330409,-1.1444537588887151,0.003640717531010696,-0.00045281846186248024
phi_vh_155_deg,155.0022723167416,0.00572521714665063,-1.2300976255940754,0.005575214500445633,-0.0013019580063593221
phi_vh_160_deg,159.99846429028239,0.0037276492757398706,-1.575272337797464,0.003234686085062995,-0.0018526130340747941
phi_vh_165_deg,165.00038584177446,0.0031407132806032245,-1.076426549969003,0.0029274668064384855,-0.00113754912340449
phi_vh_170_deg,170.00230739326656,0.003006027389897176,-1.6671302012782645,0.0025809930123671452,-0.0015409982929659584
phi_vh_175_deg,174.99849936680735,0.0013884505544800398,-1.9352195251543054,0.00035016751420327883,-0.00134356899868694
phi_vh_180_deg,180.00042091829943,0.0016451532267598634,-1.4749760984033138,-0.0008974536890017752,-0.0013788060108715424
