h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.016674564727170757,0.36440278444344415,1.5653796099891482,-0.005414320068564776
1,15.0,20.0,0.016712690626655063,0.36243489360636183,1.5877774150563115,0.01698348499859851
2,20.0,25.0,0.020546711436744358,0.3609538052347043,1.6111329906036875,0.04033906054597433
3,25.0,30.0,0.024388768567404004,0.3591416844952806,1.6248392187945735,0.054045288736860264
4,30.0,35.0,0.030445038135214656,0.3569940636595746,1.6379845963519315,0.06719066629421849
5,35.0,40.0,0.027358938277831157,0.3564484219938164,1.6719716449486857,0.1011777148909725
6,40.0,45.0,0.03597748737017112,0.3545901088398974,1.7052340680525595,0.13444013799484628
7,45.0,50.0,0.022133302506327657,0.34096218214203355,1.7267790129716993,0.15598508291398588
8,50.0,55.0,0.03979279300932163,0.34260650689040306,1.74575243838522,0.17495850832750687
9,55.0,60.0,0.048114688895002866,0.3454899779692504,1.7635548242167045,0.19276089415899134
10,60.0,65.0,0.0535747466527908,0.3461469617967725,1.7819329222350142,0.2111389921773011
11,65.0,70.0,0.056190842873985736,0.3492960579072072,1.7843567444023443,0.21356281434463154
