h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,-0.0932803763272684,0.35227350840465804,-1.4006037257275654,0.16668028980631305
1,15.0,20.0,-0.12191961364009062,0.34760945342601224,-1.3381481872087688,0.2291358283251095
2,20.0,25.0,-0.14905863329332142,0.3412183115490633,-1.2704466134676469,0.2968374020662312
3,25.0,30.0,-0.17968464998134945,0.33191696436161694,-1.22196363870823,0.34532037682564826
4,30.0,35.0,-0.19284244286830565,0.3251736201209303,-1.138340560588851,0.42894345494502706
5,35.0,40.0,-0.21530982327963494,0.31397247364909775,-1.0225471783173499,0.5447368372165282
6,40.0,45.0,-0.24345423048005185,0.2897908329919269,-0.9735861093474688,0.5936979061864093
7,45.0,50.0,-0.23464225944732597,0.2750981432665026,-0.9009596836037932,0.6663243319300848
8,50.0,55.0,-0.2456614410124314,0.2594589735261648,-0.813974159389156,0.753309856144722
9,55.0,60.0,-0.270123826506522,0.2324311724090953,-0.7208488057481988,0.8464352097856793
10,60.0,65.0,-0.28466673950609406,0.2125484812133123,-0.6306404267502186,0.9366435887836596
11,65.0,70.0,-0.2956834175627566,0.1926788167360421,-0.5255723085906757,1.0417117069432025
