time,motor_with_onshape_mounting_x,motor_with_onshape_mounting_y,motor_with_onshape_mounting_2_x,motor_with_onshape_mounting_2_y,motor_with_onshape_mounting_3_x,motor_with_onshape_mounting_3_y,motor_with_onshape_mounting_4_x,motor_with_onshape_mounting_4_y,motor_with_onshape_mounting_5_x,motor_with_onshape_mounting_5_y,motor_with_onshape_mounting_6_x,motor_with_onshape_mounting_6_y,motor_with_no_arms_x,motor_with_no_arms_y,com_x,com_y
0.000000,0.004245010290534024,-1.508829838718881e-05,,,,,,,,,,,,,,
0.034000,0.010119185009440155,0.0005520714525859804,0.0018970678561887108,0.10542159169433589,-0.0025032562237610268,0.22534088598812452,0.007291908610117043,0.34494044592279943,-0.008053367530608074,0.46395524541735195,0.005956364105789335,0.5831346371268379,-0.00576267580011581,0.7025610332941709,-0.004248451777422812,0.36081670187520487
0.084000,0.01238044466911484,0.0009619721766707948,0.003244174601911745,0.10574539189238671,-0.0027667541223027753,0.22559475029154805,0.010552538654885278,0.3448532777267018,-0.011978364652905818,0.4627191268575343,0.008273794205374538,0.5809978230209266,-0.009799787904649675,0.6996289556151915,-0.0026394211154045204,0.3599728839179293
0.134000,0.01537123753375179,0.0012067943223724902,0.0034253082872821583,0.1059472078133745,-0.0026925734882872233,0.22579115405207775,0.012008501823908696,0.34488724155116224,-0.014431278252583495,0.4619382476474916,0.009589487472911634,0.5795095124982701,-0.01276085372370956,0.6974097340745274,-0.0032381610953566894,0.35915590994615415
0.184000,0.01648383949126995,0.0013605102948386681,0.0035157334589207122,0.1058917696813219,-0.002151212369388738,0.22575788496590746,0.012711984800934164,0.3448338470187809,-0.015885521544426223,0.46137646845930214,0.01028063296610944,0.578488941346109,-0.015074012159817862,0.6957797848350854,0.00025002625313201923,0.35882043721999674
0.234000,0.017668781190899468,0.0014664217283506147,0.003543444941973839,0.1058856865251279,-0.0018071872104345015,0.22576633834589124,0.013104309596394716,0.3448362638802586,-0.016743492187794792,0.46106495199393727,0.010685910417449998,0.5778880124463208,-0.01646780635094912,0.6947754583070744,0.00023957809865327376,0.3585144318238205
0.284000,0.01812073758219478,0.0015107774058718737,0.00358642655427187,0.10587043970163715,-0.0015638043531015638,0.2257598683528032,0.013389723659771972,0.3448245224076503,-0.01718159223240187,0.4608650066594464,0.011005491010801668,0.5775075708670454,-0.017194343774455036,0.6941470528483094,0.0008543753229543344,0.35836543296397183
0.334000,0.018501479494459558,0.0015615481672088926,0.003608162303320806,0.10585924731146577,-0.0014336446318257527,0.22575328462076988,0.013534852795555382,0.3448160571144058,-0.01747272533163431,0.4607407295099512,0.01115156565376084,0.5772767718925441,-0.017674570016844113,0.6937630523947406,0.0008471624391207869,0.3582576292021532
0.384000,0.018687951246139086,0.0015954331542985339,0.0036675369700615856,0.10589514513389199,-0.001323097997084334,0.22579129715831867,0.013641480976619994,0.3448545395435323,-0.01763592814300965,0.46070667419014005,0.011233865192373162,0.5771821219712904,-0.017974190491737884,0.6935731994032301,0.0010278992555539726,0.3582386295975659
0.434000,0.01885735256660622,0.0017400198230420002,0.0036697737808055065,0.10584923779357308,-0.0013220388487967423,0.22574533546779824,0.013609044754353847,0.34481277054626464,-0.01785793449436521,0.460613563121357,0.011126267343481336,0.5770605763295491,-0.01833761625963409,0.693387158621517,0.000966322731346312,0.3582267913332457
0.484000,0.018887391210309926,0.0017691163635174152,0.0036978198873822525,0.1059994078115067,-0.0012825743396349953,0.22589601182557564,0.01364076179989839,0.34496445444104024,-0.01792642214934132,0.46073799574947016,0.01113708971498956,0.5771652789401274,-0.018466043424944727,0.6934565274445289,0.0009804541601838752,0.358296569340686
