frame,x,y
motor_with_onshape_mounting,-0.1053691398968975,0.08080599416053358
motor_with_onshape_mounting_2,-0.03927915321671993,0.16283935601532853
motor_with_onshape_mounting_3,0.021998476321775734,0.26601421786715196
motor_with_onshape_mounting_4,0.051240868434561604,0.38239670152995275
motor_with_onshape_mounting_5,0.031795148299028186,0.5008106532772469
motor_with_onshape_mounting_6,-0.04090511016344214,0.5962814468189893
motor_with_no_arms,-0.15140451159154303,0.6430776249111302
