h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,-0.010136872144121059,0.3671383804367563,2.0336047221100695,0.4628108002222476
1,15.0,20.0,-0.0096604367427565,0.36696443985365623,2.244422922672834,0.673629000785012
2,20.0,25.0,-0.011003941308823031,0.36593792136944897,2.4487526515354783,0.8779587296476566
3,25.0,30.0,-0.01284281293223901,0.36355652130741506,2.651686361051333,1.0808924391635115
4,30.0,35.0,-0.013070521774108522,0.3628627000278857,2.837608196748474,1.2668142748606512
5,35.0,40.0,-0.011649145678828849,0.36027916185371545,3.0340471761350845,1.4632532542472638
6,40.0,45.0,-0.010904360259760387,0.36192201426356085,3.237366914288628,1.6665729924008068
7,45.0,50.0,-0.010639625040318054,0.3676141624880062,3.4502035214711952,1.879409599583373
8,50.0,55.0,0.0036835840843598335,0.3597992235979983,3.6540067208392304,2.083212798951408
9,55.0,60.0,-0.00022263152078889973,0.368542438273264,3.8558682782019935,2.2850743563141727
10,60.0,65.0,-0.00322622020062035,0.37064839892171425,4.0469323185706685,2.4761383966828463
11,65.0,70.0,-0.0031197246467542772,0.3717610938455268,4.241130876831426,2.670336954943605
