time,motor_with_onshape_mounting_x,motor_with_onshape_mounting_y,motor_with_onshape_mounting_2_x,motor_with_onshape_mounting_2_y,motor_with_onshape_mounting_3_x,motor_with_onshape_mounting_3_y,motor_with_onshape_mounting_4_x,motor_with_onshape_mounting_4_y,motor_with_onshape_mounting_5_x,motor_with_onshape_mounting_5_y,motor_with_onshape_mounting_6_x,motor_with_onshape_mounting_6_y,motor_with_no_arms_x,motor_with_no_arms_y,com_x,com_y
0.000000,-0.19199529462086484,0.14463670301501608,,,,,,,,,,,,,-0.03963120345317306,0.3764312008557972
0.019000,-0.19218810000417566,0.14593067221316045,,,,,,,,,,,,,-0.03726239799825287,0.37602094221574145
0.069000,-0.19253332743093388,0.1490012340350794,-0.0893648425458656,0.16923591964645998,0.00758010820975441,0.23995845157929183,0.0594831958480993,0.3481530424496597,0.05079499656638081,0.4678381091590915,-0.013743146262790162,0.5690054364943609,-0.11408929580674375,0.6348131128832326,-0.03669127137336406,0.3765329388761771
0.119000,-0.19269364331586067,0.15050952015012603,-0.08911166323940588,0.1692572687392906,0.008072457738752425,0.2396507814354381,0.05931823478466619,0.3481582481599013,0.050002844867275076,0.46779613309058266,-0.013948958119498478,0.5693351250825305,-0.11255490997507649,0.6377227428115857,-0.03961330600121321,0.37803857657202955
0.169000,-0.1929461345663508,0.15245617563564642,-0.08902233307196226,0.16915672421237854,0.008292695933819372,0.2393691528093437,0.05894415462033892,0.3481553179810395,0.04930693492807303,0.46776770862880346,-0.01363345443418032,0.5699367224582043,-0.11006126314714665,0.6413627520749087,-0.03739413292163571,0.3784380047845778
0.219000,-0.1929682919606672,0.15337954682205415,-0.08888165900241428,0.16900977913039153,0.008460462975469457,0.23918464135924833,0.05857179316090538,0.3482206656220758,0.04893901394036085,0.467833413958061,-0.012473522775026474,0.5709280323150885,-0.10610805732514883,0.6459785082601566,-0.0376570312215701,0.37977589537690953
0.269000,-0.19293018821999622,0.15415333470682202,-0.08869966369220228,0.1687573384336671,0.008597316752244372,0.2389947757188708,0.058279758724291475,0.3482268907752689,0.04899249648911244,0.467866962491124,-0.010435238294528276,0.5721183142256949,-0.1007375757178462,0.651146713272399,-0.03734709779018583,0.38112787635486134
0.319000,-0.19287306588499317,0.1543056955863055,-0.0885223922988804,0.16833741325880697,0.00857418692701245,0.23885162673828847,0.05781450302254948,0.3482837576268514,0.0491275433287002,0.46796891431420873,-0.007839714469017905,0.5735848768341233,-0.09412594059952085,0.656979643937074,-0.03592583608025712,0.3822607025371093
0.369000,-0.192843771052683,0.15421127162203035,-0.08839268079722042,0.16789172236039707,0.008420279865501645,0.23879482982204642,0.057307081094639584,0.3483853433968202,0.04951848506301168,0.4681323173538086,-0.004562290536754748,0.5752550026754852,-0.08624430940809483,0.663164318411084,-0.03472178218855365,0.38379583528770905
0.419000,-0.19283683621112677,0.15397847782729895,-0.08834407207316645,0.16748710753827636,0.008121958562824355,0.23886150724388566,0.05679811621919634,0.3485457434668361,0.050333220433071896,0.46837147159929726,-0.00020893682105202482,0.5772084613596693,-0.0763700947815445,0.6699418319342194,-0.03264047272235826,0.38523451430889133
