h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.10209770913232691,0.3249143595162202,-3.1452066832906445,-4.679187753070724
1,15.0,20.0,0.10587622241344055,0.2843900204313002,-5.134354117228281,-6.668335187008358
2,20.0,25.0,0.0687589417418112,0.24860101783015642,-7.297462223856559,-8.831443293636637
3,25.0,30.0,0.0625851767190026,0.204439386118315,-9.322654983074514,-10.856636052854594
4,30.0,35.0,0.05291850873900767,0.1807646135897103,-11.216409457754658,-12.750390527534737
5,35.0,40.0,0.012578608661146493,0.17683785786162878,-13.232147225632682,-14.766128295412761
6,40.0,45.0,-0.002272798750392904,0.1739148936911608,-15.22675516885437,-16.760736238634447
7,45.0,50.0,-0.050812026728997116,0.1114431973100945,-17.11856090189761,-18.65254197167769
8,50.0,55.0,-0.10557074486792051,0.21897496406494812,-18.958169963767478,-20.492151033547554
9,55.0,60.0,0.012322826769415976,0.24984753948294652,-20.96626977728549,-22.500250847065562
10,60.0,65.0,0.002358833592096696,0.08941591759774564,-23.002496874607537,-24.53647794438762
11,65.0,70.0,-0.13399200893247723,0.15402983896126807,-24.989775535024883,-26.523756604804962
