frame,x,y
motor_with_onshape_mounting,0.053707794553315966,0.6823221842765911
motor_with_onshape_mounting_2,0.030290312158296823,0.5801462382955029
motor_with_onshape_mounting_3,0.056148710300323514,0.4629654240907758
motor_with_onshape_mounting_4,0.136244364961223,0.3736083533203696
motor_with_onshape_mounting_5,0.2478385208579278,0.32948642714196713
motor_with_onshape_mounting_6,0.3678341464925906,0.32846181855240036
motor_with_no_arms,0.4847311931554921,0.3555741859801232
