h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.0976516445984574,0.3494161476718145,1.575014603867257,0.09195017910712791
1,15.0,20.0,0.14332237241190587,0.34672493720860553,1.6158648459223282,0.13280042116219867
2,20.0,25.0,0.19007599529631844,0.3463518627562314,1.6523906317471322,0.16932620698700285
3,25.0,30.0,0.23931821101040157,0.3498944458234701,1.6945166444176711,0.21145221965754182
4,30.0,35.0,0.2887889583925752,0.35520798090750205,1.7383399692151793,0.25527554445504946
5,35.0,40.0,0.3362524204588266,0.360308626861362,1.776799460394752,0.29373503563462244
6,40.0,45.0,0.3804763806628675,0.36700494728475347,1.8271055793853157,0.3440411546251862
7,45.0,50.0,0.4233646428245612,0.3759730704953149,1.8818201347531656,0.39875570999303606
8,50.0,55.0,0.4697546380148024,0.368478711766171,1.9409611481144815,0.45789672335435233
9,55.0,60.0,0.5285629443547881,0.3747170273793399,1.9957599771963785,0.5126955524362491
10,60.0,65.0,0.5735057576716325,0.39533434459907396,2.041072838349559,0.5580084135894292
11,65.0,70.0,0.6185911742577902,0.4158453846238186,2.082922710377936,0.5998582856178064
