h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.02656132558975677,0.34815481695224343,1.2267141310365983,-0.3105974978738869
1,15.0,20.0,0.034967481040676957,0.3396360101483826,1.1220751158755002,-0.41523651303498504
2,20.0,25.0,0.04665173225182419,0.32920694517133464,0.9940099307540275,-0.5433016981564576
3,25.0,30.0,0.05525867518945869,0.31832542164506633,0.8618710914422452,-0.6754405374682401
4,30.0,35.0,0.0682796401319221,0.3013036678695719,0.7814656435226979,-0.7558459853877874
5,35.0,40.0,0.07556953539526817,0.2857828287719022,0.6734562412691423,-0.8638553876413428
6,40.0,45.0,0.08088198908854319,0.26775546256674604,0.5592571488512427,-0.9780544800592428
7,45.0,50.0,0.08439619225396765,0.2549071293701913,0.43024001268463263,-1.1070716162258525
8,50.0,55.0,0.08404784781973954,0.23518218388542983,0.3102201648824112,-1.227091464028074
9,55.0,60.0,0.07181457841595376,0.2393002538322631,0.1812635932684687,-1.3560480356420166
10,60.0,65.0,0.07053064412751958,0.21845363065283208,0.045271047391156304,-1.4920405815193285
11,65.0,70.0,0.06983565373199965,0.20695813870713106,-0.09023359312258684,-1.6275452220330717
