h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.05758722140608313,0.382774386915183,1.9666422621534456,0.4076796567245703
1,15.0,20.0,0.07636755059713238,0.3960283837200425,2.157296390319141,0.5983337848902659
2,20.0,25.0,0.0932147593267683,0.41221853459104374,2.3390964096841733,0.7801338042552974
3,25.0,30.0,0.10596700922116582,0.4298816098841262,2.4902487263316666,0.9312861209027911
4,30.0,35.0,0.11470315382780223,0.4485069545619937,2.652554492997412,1.0935918875685369
5,35.0,40.0,0.12092314958004645,0.4714953519072826,2.8242876948339886,1.2653250894051136
6,40.0,45.0,0.12751837611648695,0.5049996213008212,2.972326138645435,1.4133635332165597
7,45.0,50.0,0.13302344579168457,0.5277432604092328,3.14259415211915,1.5836315466902744
8,50.0,55.0,0.13002510799650452,0.5355910475088413,3.363636371963222,1.8046737665343473
9,55.0,60.0,0.12193822740185072,0.5601121766648242,3.58305462744943,2.0240920220205547
10,60.0,65.0,0.10778968017982464,0.5775179667263652,3.7486666247516935,2.1897040193228174
11,65.0,70.0,0.08695506353635465,0.5995900543838695,3.8979596139457193,2.3389970085168432
