h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.1674925727527081,0.38290567310950385,-0.6640377074445604,-2.2348316296527626
1,15.0,20.0,0.2474713171735312,0.13795242970970195,-1.4330279674619346,-3.0038218896701365
2,20.0,25.0,0.38032855305400803,0.34616600885556836,-2.236241766396279,-3.807035688604481
3,25.0,30.0,0.1485432040029213,0.26780205318174566,-2.9342448114354744,-4.505038733643676
4,30.0,35.0,0.36546692597236735,0.17085836365827986,-3.708685706421831,-5.279479628630032
5,35.0,40.0,0.26652759844964424,0.3901411169083179,-4.432248769029178,-6.00304269123738
6,40.0,45.0,0.13844668561039492,0.1593683428499303,-5.333663081491234,-6.904457003699435
7,45.0,50.0,0.3531580037154065,0.20657197827163884,-6.122018332675754,-7.69281225488396
8,50.0,55.0,0.2197753569479033,0.3443530439854684,-6.952716118432205,-8.52351004064041
9,55.0,60.0,0.2712647511609886,0.16993845786327516,-7.676061664557544,-9.246855586765747
10,60.0,65.0,0.3399203468413816,0.34133676705219107,-8.42140375473756,-9.992197676945759
11,65.0,70.0,0.19141518515698183,0.22390814561714975,-9.131057837804073,-10.701851760012278
