h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.12163588004350188,0.41503329846425074,-1.4587271485766629,0.11206643559059054
1,15.0,20.0,0.1580956952492607,0.437808212689483,-1.4226182590226428,0.14817532514461126
2,20.0,25.0,0.19653463755170456,0.46230442651294806,-1.3978603015660391,0.1729332826012146
3,25.0,30.0,0.23644755430495845,0.4871272653850469,-1.3724918388154896,0.19830174535176381
4,30.0,35.0,0.2746564754127751,0.5118871051881481,-1.3263847627553054,0.24440882141194828
5,35.0,40.0,0.31255413506517365,0.5375119668064672,-1.2657453062312494,0.30504827793600436
6,40.0,45.0,0.3517411507327895,0.5622058179947278,-1.2231319470232176,0.3476616371440363
7,45.0,50.0,0.3800185800133509,0.5905929832172118,-1.1974378559004994,0.3733557282667545
8,50.0,55.0,0.4153609223064428,0.6237551707054623,-1.1769998956833703,0.3937936884838834
9,55.0,60.0,0.4478331200833229,0.6549849629828124,-1.1494094067547502,0.42138417741250384
10,60.0,65.0,0.4806285300900503,0.691060452449554,-1.1215784973388796,0.4492150868283746
11,65.0,70.0,0.5126281871397235,0.7262748183836527,-1.0592114354490787,0.5115821487181751
