h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,-0.043357392311732565,0.3651606083744355,1.3277922326337066,-0.2430016879722597
1,15.0,20.0,-0.05818234558371099,0.3689453606202895,1.2050420370927926,-0.3657518835131742
2,20.0,25.0,-0.07284416476456772,0.372446265573451,1.088576967960895,-0.4822169526450715
3,25.0,30.0,-0.0840467983874057,0.3768016594094998,0.9660322419398247,-0.6047616786661419
4,30.0,35.0,-0.09459025976010281,0.38225172575531274,0.8320314732323659,-0.7387624473736005
5,35.0,40.0,-0.10408451998132047,0.3896330488368819,0.7127434663173198,-0.8580504542886466
6,40.0,45.0,-0.11316964151429097,0.39846437744775076,0.5883636531267853,-0.9824302674791813
7,45.0,50.0,-0.12195511056280474,0.41152971096751806,0.47204787654381475,-1.0987460440621517
8,50.0,55.0,-0.12483393982501044,0.4194219078256591,0.3645923848256998,-1.2062015357802667
9,55.0,60.0,-0.13687950072832217,0.4394056350952487,0.25241121270402,-1.3183827079019466
10,60.0,65.0,-0.13963953397907938,0.4464111179465409,0.12716592683583322,-1.4436279937701328
11,65.0,70.0,-0.1415244628804061,0.4618120717762404,0.010941904172730346,-1.5598520164332361
