h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.080507517612637,0.3606391034771207,1.5028765273425584,-0.02348406243574221
1,15.0,20.0,0.11440410958929854,0.3572701389054354,1.4935712374774215,-0.032789352300879294
2,20.0,25.0,0.14908807077708564,0.3526388596475809,1.489424893782676,-0.036935695995624865
3,25.0,30.0,0.17247977081051094,0.34716666782001515,1.4878029315183552,-0.03855765825994592
4,30.0,35.0,0.2127262830086297,0.34031370335379185,1.4760632525871376,-0.05029733719116347
5,35.0,40.0,0.2442500228162518,0.3384902609352584,1.4666614850257773,-0.059699104752523435
6,40.0,45.0,0.28235506809665994,0.33731673041155924,1.4660915366702485,-0.06026905310805215
7,45.0,50.0,0.31553887762218713,0.3343041164477382,1.45976410362118,-0.06659648615712044
8,50.0,55.0,0.35082024941238826,0.3298748417843243,1.448610646425634,-0.07774994335266655
9,55.0,60.0,0.3853662005012606,0.3246379308632589,1.4373117792408763,-0.08904881053742454
10,60.0,65.0,0.41992550868854045,0.31963205927354815,1.4253577404700093,-0.10100284930829155
11,65.0,70.0,0.4530911767447003,0.31426855807095455,1.419748198596001,-0.10661239118229965
