h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.27276641210202673,0.17944646771427183,-7.887412538567162,-8.240605491513044
1,15.0,20.0,0.24982450964698588,0.4389058958534951,-11.036799623257696,-11.389992576203577
2,20.0,25.0,0.32163336460082065,0.20454169520526444,-14.075509981272662,-14.428702934218546
3,25.0,30.0,0.2132174689734262,0.44957004845811077,-17.254078312950632,-17.607271265896514
4,30.0,35.0,0.2872687873379769,0.18160030175597094,-20.514344427540912,-20.867537380486798
5,35.0,40.0,0.26330360599838804,0.4280638658952761,-23.638116808621962,-23.99130976156784
6,40.0,45.0,0.29430033126437655,0.28073364895710784,-26.73931733145629,-27.09251028440217
7,45.0,50.0,0.2780473024114043,0.24919753306515255,-29.935964885894126,-30.289157838840012
8,50.0,55.0,0.28253365193364455,0.4164955742471311,-33.12269876957605,-33.47589172252193
9,55.0,60.0,0.2837249006646335,0.25374402678679703,-36.28315917289476,-36.636352125840645
10,60.0,65.0,0.2758170690877724,0.39948839821194615,-39.45525547158357,-39.80844842452946
11,65.0,70.0,0.26588969287326636,0.2467587707184319,-42.618903234130975,-42.972096187076865
