h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.0853487349823071,0.36369310622263046,1.7272188777801296,0.16861154616437546
1,15.0,20.0,0.12179097563255756,0.36812167408509866,1.8115958020942813,0.25298847047852685
2,20.0,25.0,0.15813465436601984,0.377294545312294,1.900260759536111,0.341653427920357
3,25.0,30.0,0.19402039543600652,0.388831770595943,1.98160714159721,0.42299980998145587
4,30.0,35.0,0.2289038963975045,0.4018130458081478,2.067655962048252,0.5090486304324976
5,35.0,40.0,0.2608869835508647,0.4189063230578736,2.16384994360987,0.6052426119941159
6,40.0,45.0,0.2937259486335909,0.4423656785564222,2.2624915735046534,0.703884241888899
7,45.0,50.0,0.32606903563515177,0.46857225813277964,2.3569912144281204,0.7983838828123665
8,50.0,55.0,0.3600700065880741,0.4780252864912372,2.4515390247381315,0.8929316931223774
9,55.0,60.0,0.4056085233018324,0.5068396168101326,2.5399263974404387,0.9813190658246846
10,60.0,65.0,0.43089038487307557,0.5417654065050905,2.6344513732583033,1.0758440416425492
11,65.0,70.0,0.44708117383421564,0.574241674989965,2.722051147551818,1.1634438159360636
