frame,x,y
motor_with_onshape_mounting,-0.4001066112581176,0.9145659218953766
motor_with_onshape_mounting_2,-0.3465986753670125,0.8238440797915372
motor_with_onshape_mounting_3,-0.24469530195216702,0.7604745091233169
motor_with_onshape_mounting_4,-0.1872665705984791,0.6551087612964925
motor_with_onshape_mounting_5,-0.09242897502323338,0.5815844084227262
motor_with_onshape_mounting_6,-0.013969159154941346,0.4907876172133797
motor_with_no_arms,0.058124341462830686,0.3948578138742954
