frame,x,y
motor_with_onshape_mounting,0.40559872311864936,-0.10489994987019012
motor_with_onshape_mounting_2,0.4509373147236084,-0.009811725530189094
motor_with_onshape_mounting_3,0.5229288538902428,0.08619461951230757
motor_with_onshape_mounting_4,0.5825775348015525,0.19031971190381897
motor_with_onshape_mounting_5,0.6333994170437114,0.2990263643468232
motor_with_onshape_mounting_6,0.7200135087283204,0.3820805582303964
motor_with_no_arms,0.7403966457255164,0.5003367535275289
