run_name,delta_phi_vh_deg,distance_first_to_last,orientation_change_rad,displacement_x_local,displacement_y_local
phi_vh_40_deg,39.998183678082775,0.03850909544862352,-0.025235220905553222,0.036199421526551395,-0.013135916923239295
phi_vh_41_deg,41.00085981956171,0.03890308707301716,-0.017455132120382997,0.037569635578849014,-0.01009815162706705
phi_vh_42_deg,41.99780638308934,0.03846308231029437,-0.015274015838226357,0.03715548841669169,-0.009943760924598364
phi_vh_43_deg,43.00048252456828,0.039830794382918935,-0.013583910633436981,0.039017905374767826,-0.008005950370819862
phi_vh_44_deg,43.99742908809592,0.039877964861302066,-0.012956531075697508,0.03899182318902137,-0.008360012313109216
phi_vh_45_deg,45.00010522957486,0.038217046527320525,-0.011205521506536652,0.036568262985831775,-0.01110426888500218
phi_vh_46_deg,46.00278137105379,0.04001994145310997,0.006402012959144262,0.039805768678972245,-0.004134790658123086
phi_vh_47_deg,46.99972793458143,0.0403550609237261,0.007070551202983066,0.040328920644363976,-0.001452274704812493
phi_vh_48_deg,48.00240407606037,0.04005902298913252,0.010992810986782287,0.03994451683327569,-0.0030266975071854708
phi_vh_49_deg,48.999350639588,0.04033797902767527,0.004415870715772672,0.03978132003144803,-0.006678257901030859
phi_vh_50_deg,50.002026781066945,0.04118923518001961,0.017498876820206476,0.04116962671462493,-0.0012707993127973405
phi_vh_51_deg,50.998973344594575,0.0410063638110392,0.02260904478580135,0.040968703842705026,0.0017570368385527114
phi_vh_52_deg,52.00164948607351,0.040746145496078585,0.029544891532204097,0.04048235197186289,0.004628990344968753
phi_vh_53_deg,52.998596049601154,0.041600108490773606,0.02293572564552178,0.04159358813366458,-0.0007365138228242296
phi_vh_54_deg,54.00127219108009,0.040063437150576836,0.033744144691338504,0.03999406991329505,0.00235655852647187
phi_vh_55_deg,54.99821875460772,0.040877191434996164,0.033703638002744916,0.040865055180935604,0.0009960143936771013
