frame,x,y
motor_with_onshape_mounting,0.8021766398110229,0.010075583794025171
motor_with_onshape_mounting_2,0.8103466648078199,0.11490697843567614
motor_with_onshape_mounting_3,0.7786101755593204,0.2306342234999911
motor_with_onshape_mounting_4,0.7587586709908682,0.3489808236470379
motor_with_onshape_mounting_5,0.7588668459692641,0.4689807748894058
motor_with_onshape_mounting_6,0.7132466907824164,0.5799708710274128
motor_with_no_arms,0.727606524584893,0.6991085861858054
