h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.06087338012402765,0.3529997133344495,1.361167154074557,-0.20962676552974951
1,15.0,20.0,0.08218306150178367,0.3484824841725932,1.2897140744032018,-0.2810798452011044
2,20.0,25.0,0.10528003557454704,0.3393111857653173,1.1960447074979117,-0.37474921210639456
3,25.0,30.0,0.13086857795920523,0.331034098746659,1.1086608556141044,-0.4621330639902018
4,30.0,35.0,0.1521912057036815,0.3227818019608304,1.0347195212829465,-0.5360743983213598
5,35.0,40.0,0.17059558945478703,0.3115244897275307,0.9592173423075893,-0.611576577296717
6,40.0,45.0,0.18947851555362352,0.29966088817326836,0.8744899444872978,-0.6963039751170085
7,45.0,50.0,0.2138426549228508,0.2811034403613799,0.7909075196654638,-0.7798863999388427
8,50.0,55.0,0.2384194450284498,0.26336082728430166,0.6954084045023327,-0.8753855151019736
9,55.0,60.0,0.25873712410958516,0.2465318571777723,0.6098158040518431,-0.9609781155524634
10,60.0,65.0,0.27576345393840684,0.2276323156064083,0.5311810165224005,-1.0396129030819057
11,65.0,70.0,0.289715366992108,0.20871893977217745,0.45314494554314266,-1.117648974061164
