frame,x,y
motor_with_onshape_mounting,-0.45113155768476443,-0.14403324704774775
motor_with_onshape_mounting_2,-0.5103782879545196,-0.058688879075633
motor_with_onshape_mounting_3,-0.537371995914037,0.05823562531677226
motor_with_onshape_mounting_4,-0.6115168286295796,0.15258891765896287
motor_with_onshape_mounting_5,-0.6328392045627196,0.2706793756966592
motor_with_onshape_mounting_6,-0.7095004572184256,0.3629997544557381
motor_with_no_arms,-0.7302928782638062,0.4811846740600139
