h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.08203138339190538,0.3642195933536221,1.411971322150332,-0.1588225981956407
1,15.0,20.0,0.11641458114731484,0.36063588121081946,1.354509461335423,-0.21628445901054952
2,20.0,25.0,0.15034497025740495,0.35335943055664465,1.3080379787463272,-0.2627559415996456
3,25.0,30.0,0.17380849125942055,0.3456227968883474,1.263973819211123,-0.30682010113484953
4,30.0,35.0,0.20878758250094187,0.33536028280641594,1.2242264851421532,-0.34656743520381944
5,35.0,40.0,0.2428020584346557,0.3263452257558683,1.1701540959312644,-0.4006398244147082
6,40.0,45.0,0.27564911877145115,0.3128472080788001,1.1281123223854488,-0.4426815979605238
7,45.0,50.0,0.3054318688229812,0.2983613852318785,1.0871628799448358,-0.48363104040113664
8,50.0,55.0,0.33575065785216657,0.28452397259913204,1.0430026147262133,-0.5277913056197595
9,55.0,60.0,0.3664676387979233,0.2694086681336241,0.993828362118581,-0.5769655582273916
10,60.0,65.0,0.3953050822970187,0.2530026221342908,0.9500890321804222,-0.6207048881655504
11,65.0,70.0,0.42193626456664957,0.23033640493236152,0.9021213083960385,-0.668672611949934
