h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.07312136927795375,0.40562242721846736,-1.3709838336244715,-0.010865376223646184
1,15.0,20.0,0.09485502335480495,0.41400335040090963,-1.382566464350268,-0.022448006949442573
2,20.0,25.0,0.11980938916258718,0.4265447720904709,-1.3769180508845222,-0.016799593483696983
3,25.0,30.0,0.14136340629623192,0.43673764912986485,-1.3872457996559524,-0.027127342255127456
4,30.0,35.0,0.1636362193418564,0.4484840900418072,-1.3973760300760478,-0.03725757267522219
5,35.0,40.0,0.18665301324927316,0.4624300038517353,-1.3898403205296588,-0.029721863128833955
6,40.0,45.0,0.21127160750207072,0.4730394466547692,-1.3891209201792734,-0.029002462778448514
7,45.0,50.0,0.2344147709627971,0.4848203007364952,-1.3831589748479882,-0.02304051744716276
8,50.0,55.0,0.26146672752815364,0.49333293140450574,-1.3764712327417212,-0.016352775340896377
9,55.0,60.0,0.2812003004159207,0.49594623589685993,-1.370860329225823,-0.010741871824997815
10,60.0,65.0,0.29924268776918833,0.5056574844375968,-1.372698767391709,-0.01258030999088403
11,65.0,70.0,0.3206890565535099,0.5177982402547263,-1.3706888546860854,-0.010570397285259854
