h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,-0.027189545681006164,0.3578213787154091,2.0319143271005813,0.4611204061153035
1,15.0,20.0,-0.04087223003387552,0.35279415494087857,2.1916665703689526,0.6208726493836746
2,20.0,25.0,-0.05494560002061645,0.3448975030921856,2.348308249972108,0.7775143289868303
3,25.0,30.0,-0.06318932033080132,0.3395209547900052,2.5395326877390727,0.9687387667537951
4,30.0,35.0,-0.07298877808808192,0.3273210939575786,2.723966881151443,1.1531729601661644
5,35.0,40.0,-0.08266710173833346,0.31096637179166386,2.9120489561291407,1.3412550351438628
6,40.0,45.0,-0.08607709222151622,0.2956140088578455,3.103957063192867,1.5331631422075886
7,45.0,50.0,-0.08540235976053477,0.2819156333656958,3.282909430908954,1.7121155099236764
8,50.0,55.0,-0.08151515704375203,0.28791607488735904,3.475915940438914,1.9051220194536365
9,55.0,60.0,-0.07051813290693672,0.26412892554982237,3.6346916662092004,2.0638977452239233
10,60.0,65.0,-0.06215459942720166,0.24763317715365943,3.820256554939098,2.24946263395382
11,65.0,70.0,-0.05294529262903425,0.23535604423322667,3.9625583389768617,2.3917644179915847
