h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.28411399751257105,0.5629817044284037,2.443900764296434,0.8731068435308383
1,15.0,20.0,0.3063266786099086,0.754385125346059,3.074919080315734,1.5041251595501381
2,20.0,25.0,0.22374441508628579,0.8878631261152198,3.663597363658184,2.092803442892588
3,25.0,30.0,0.11208193451661198,0.9409266938630894,4.331226313041505,2.760432392275909
4,30.0,35.0,-0.046387786019582745,0.8885922208103068,4.929048594202079,3.3582546734364827
5,35.0,40.0,-0.14729405423811068,0.7928579734731016,5.466985686922232,3.8961917661566376
6,40.0,45.0,-0.1829063170727187,0.640820520403824,6.0521710243233136,4.481377103557718
7,45.0,50.0,-0.12261304946851365,0.46301453254603364,6.584618838154261,5.013824917388668
8,50.0,55.0,-0.0818679121567127,0.3833681974334427,7.1930563146782776,5.622262393912682
9,55.0,60.0,0.13041538124492197,0.34124723378025146,7.781120514954946,6.210326594189349
10,60.0,65.0,0.3101462773908639,0.4234750387096742,8.282835708087442,6.712041787321846
11,65.0,70.0,0.42944360897690165,0.5866676451079602,8.876105927665959,7.305312006900364
