h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.09146536458055339,0.37360679956889803,1.4543591876013904,-0.08701006691723351
1,15.0,20.0,0.11318106174026528,0.3723207378080062,1.4352494668531408,-0.10611978766548245
2,20.0,25.0,0.13342719164554676,0.37051750486624874,1.4155743936507412,-0.12579486086788239
3,25.0,30.0,0.156307047026812,0.37021848481683295,1.3841025892573642,-0.15726666526125924
4,30.0,35.0,0.17748553483193497,0.3728724701586317,1.3451939150419863,-0.19617533947663657
5,35.0,40.0,0.19691617186088756,0.36982219515538106,1.3292623416909288,-0.21210691282769484
6,40.0,45.0,0.21427915621326593,0.36866559221358003,1.311896232972565,-0.22947302154605867
7,45.0,50.0,0.23574443109427487,0.3609274836107418,1.2601467728933566,-0.28122248162526686
8,50.0,55.0,0.2594253794888262,0.3510640063375383,1.2582300077175799,-0.28313924680104363
9,55.0,60.0,0.271755331264813,0.340200159358863,1.2455817364439323,-0.2957875180746913
10,60.0,65.0,0.28986591558045666,0.33355538784131505,1.2268943912311345,-0.31447486328748914
11,65.0,70.0,0.309787782792511,0.32702345656973586,1.2182975193034475,-0.32307173521517585
