h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.06528343804689554,0.34838300655600485,1.295301988471762,-0.2754919337361408
1,15.0,20.0,0.09079589061461547,0.3397821085943913,1.188966045133239,-0.38182787707466387
2,20.0,25.0,0.11367699287383988,0.328044767350917,1.0818032489831508,-0.4889906732247521
3,25.0,30.0,0.13425212669960057,0.31795852308792943,0.9747468501357777,-0.596047072072125
4,30.0,35.0,0.1588753170190189,0.2975104519411395,0.8687105779467241,-0.7020833442611787
5,35.0,40.0,0.18195610704242782,0.27574520110321815,0.7558888888886425,-0.8149050333192603
6,40.0,45.0,0.20402690989188915,0.2581323266919788,0.6635216209336076,-0.9072723012742955
7,45.0,50.0,0.22247095213609647,0.2347448105718593,0.5633414556735411,-1.0074524665343618
8,50.0,55.0,0.239598222772091,0.2127532407042166,0.46086052377112113,-1.1099333984367816
9,55.0,60.0,0.25433009594676426,0.18892962287687878,0.37456612364511094,-1.196227798562792
10,60.0,65.0,0.26621918372986686,0.16425751138189792,0.28653299392171666,-1.2842609282861863
11,65.0,70.0,0.27625585277975157,0.14128803609465468,0.20474019482976824,-1.3660537273781344
