h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.08960802485948732,0.35733590271355725,1.4873115870837597,-0.04110049031793647
1,15.0,20.0,0.12275056672424235,0.3534227940827399,1.4693834217144774,-0.05902865568721826
2,20.0,25.0,0.15777938089135837,0.3478903884511627,1.4581077182211282,-0.0703043591805674
3,25.0,30.0,0.1842247966029113,0.34395677449839523,1.4455832563262834,-0.08282882107541266
4,30.0,35.0,0.22149374817790513,0.33454436571473495,1.4259392733842486,-0.10247280401744704
5,35.0,40.0,0.25382809866180855,0.32965500666224967,1.4041220561937338,-0.12429002120796215
6,40.0,45.0,0.2883635426450961,0.324351394280644,1.3919978465451286,-0.13641423085656723
7,45.0,50.0,0.3215212499747311,0.318062441674934,1.376201156770736,-0.15221092063095995
8,50.0,55.0,0.35430989521443373,0.31037357161249846,1.3669970184948759,-0.16141505890682
9,55.0,60.0,0.3875984938065728,0.30295811997822963,1.3499106957312434,-0.17850138167045224
10,60.0,65.0,0.41899856590460205,0.2944650867934763,1.319926671275559,-0.208485406126137
11,65.0,70.0,0.4527238821563598,0.28786886767980124,1.3077162866117984,-0.22069579078989715
