h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,0.09328714157101872,0.35878552548331905,1.641947675653045,0.0734723754671959
1,15.0,20.0,0.13870568451299903,0.35943173213776336,1.6762449345623875,0.10776963437653844
2,20.0,25.0,0.1846391503270205,0.36356234208264865,1.7246119747458721,0.15613667456002298
3,25.0,30.0,0.2306185677537559,0.369076832456611,1.7549829523605445,0.18650765217469606
4,30.0,35.0,0.2768829381820305,0.37535846203173334,1.7940613945970127,0.2255860944111635
5,35.0,40.0,0.32442370203355236,0.3838527286299895,1.8304964773207397,0.26202117713489076
6,40.0,45.0,0.3873239546932689,0.39501872671381966,1.856745380794954,0.2882700806091052
7,45.0,50.0,0.41814083018363774,0.394591681009082,1.9019330956608107,0.3334577954749618
8,50.0,55.0,0.46478890077310725,0.3885342294853959,1.9421267859097597,0.37365148572391055
9,55.0,60.0,0.5105622350278071,0.40691904931431944,1.9802274971593656,0.4117521969735165
10,60.0,65.0,0.5534629974568693,0.423118209969723,2.016505705329162,0.44803040514331355
11,65.0,70.0,0.5993940554409151,0.44234103207729236,2.0614146220798606,0.49293932189401185
