h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,-0.6103662776479755,0.6922781140377064,-2.6482585237542975,-1.1801737613798218
1,15.0,20.0,-0.6416711949641868,0.9283966513677407,-3.1112007813845906,-1.6431160190101135
2,20.0,25.0,-0.5865155446512024,1.1565485214278093,-3.5101653501739722,-2.042080587799497
3,25.0,30.0,-0.4732065523329318,1.3371718408264932,-3.9384831004121486,-2.470398338037673
4,30.0,35.0,-0.25463142543519224,1.4348482027945337,-4.3858048439488195,-2.917720081574343
5,35.0,40.0,-0.010358813339346608,1.4366152451907177,-4.854414000454108,-3.386329238079632
6,40.0,45.0,0.21336661414611732,1.3496366976420766,-5.211737739729655,-3.743652977355178
7,45.0,50.0,0.4059327604412366,1.2007867574021198,-5.626695262157342,-4.158610499782866
8,50.0,55.0,0.5433338789127636,0.996349174553311,-6.120102421755092,-4.6520176593806175
9,55.0,60.0,0.5465601207706525,0.6945036759349467,-6.617203128385789,-5.149118366011313
10,60.0,65.0,0.36740573757937445,0.48743689609185786,-7.166443266424974,-5.698358504050498
11,65.0,70.0,0.09018457741381382,0.3794233288236812,-7.619832790519186,-6.151748028144711
