h,t_start,t_end,com_x,com_y,orientation_rad,orientation_relative_rad
0,10.0,15.0,-0.024389343674065967,0.3612839024343725,1.2715683876517472,-0.28784818545606994
1,15.0,20.0,-0.03578018690438807,0.36327333135941275,1.136094807841828,-0.423321765265989
2,20.0,25.0,-0.04621537324180133,0.36620670911062125,1.0081588834890856,-0.5512576896187317
3,25.0,30.0,-0.05719496226004412,0.3702931839128135,0.8814391884399575,-0.6779773846678598
4,30.0,35.0,-0.06780238620830337,0.37449152537737945,0.7369010187929619,-0.8225155543148552
5,35.0,40.0,-0.07421759615787508,0.37848291613853036,0.5849539212519856,-0.9744626518558313
6,40.0,45.0,-0.07835700399798753,0.38255386217843484,0.42311859503966853,-1.1362979780681486
7,45.0,50.0,-0.09441193672784574,0.4187861903493417,0.26477278843910046,-1.2946437846687164
8,50.0,55.0,-0.10154606048809345,0.40855973014123054,0.11149114718849258,-1.4479254259193244
9,55.0,60.0,-0.10365326783226449,0.421843597291271,-0.036644757279585806,-1.5960613303874032
10,60.0,65.0,-0.10448359244941154,0.42738158695807726,-0.20263306008804172,-1.7620496331958586
11,65.0,70.0,-0.1032413653298984,0.4380203358715592,-0.33705174305370583,-1.8964683161615228
